function	cod	gene_name	type	chr	organism
 protocadherin beta-15	precursor	PCDHB15	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-2	precursor	PCDHB2	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-3	precursor	PCDHB3	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-4	precursor	PCDHB4	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-6 isoform 1	precursor	PCDHB6	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-7	precursor	PCDHB7	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-9	precursor	PCDHB9	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-8	precursor	PCDHB8	__SEG__	Chr5	{HomoSapiens}
 taste receptor type 2 member	1	TAS2R1	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-16	precursor	PCDHB16	__SEG__	Chr5	{HomoSapiens}
 protein	ZBED8	ZBED8	__SEG__	Chr5	{HomoSapiens}
 zinc finger protein 2	homolog	ZFP2	__SEG__	Chr5	{HomoSapiens}
 tigger transposable element-derived protein	6	TIGD6	__SEG__	Chr5	{HomoSapiens}
 mitochondrial ornithine transporter	2	SLC25A2	__SEG__	Chr5	{HomoSapiens}
 testis-specific serine/threonine-protein kinase	1	TSSK1B	__SEG__	Chr5	{HomoSapiens}
 spermatogenic leucine zipper protein	1	SPZ1	__SEG__	Chr5	{HomoSapiens}
 small integral membrane protein	3	SMIM3	__SEG__	Chr5	{HomoSapiens}
 UNC119-binding protein	C5orf30	C5orf30	__SEG__	Chr5	{HomoSapiens}
 G protein-regulated inducer of neurite outgrowth	1	GPRIN1	__SEG__	Chr5	{HomoSapiens}
 probable UDP-sugar transporter protein	SLC35A4	SLC35A4	__SEG__	Chr5	{HomoSapiens}
 dendritic cell nuclear protein	1	DCANP1	__SEG__	Chr5	{HomoSapiens}
 protein	GAPT	GAPT	__SEG__	Chr5	{HomoSapiens}
 POU domain, class 5, transcription factor	2	POU5F2	__SEG__	Chr5	{HomoSapiens}
 ankyrin repeat domain-containing protein SOWAHA	precursor	SOWAHA	__SEG__	Chr5	{HomoSapiens}
 ferritin, mitochondrial	precursor	FTMT	__SEG__	Chr5	{HomoSapiens}
 leucine-rich repeat-containing protein 70	precursor	LRRC70	__SEG__	Chr5	{HomoSapiens}
 probable G-protein coupled receptor	151	GPR151	__SEG__	Chr5	{HomoSapiens}
 probable G-protein coupled receptor	150	GPR150	__SEG__	Chr5	{HomoSapiens}
 protein phosphatase inhibitor 2-like protein	3	PPP1R2B	__SEG__	Chr5	{HomoSapiens}
 olfactory receptor	2V2	OR2V2	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC101929747	LOC101929747	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC105369214	LOC105369214	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC105377746	LOC105377746	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC105379045	LOC105379045	__SEG__	Chr5	{HomoSapiens}
 putative POM121-like protein	1-like	LOC100652833	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC105379177	LOC105379177	__SEG__	Chr5	{HomoSapiens}
 short transmembrane mitochondrial protein	1-like	LOC101060024	__SEG__	Chr5	{HomoSapiens}
 olfactory receptor 4F3/4F16/4F29 isoform	X1	OR4F3	__SEG__	Chr5	{HomoSapiens}
 putative POM121-like protein	1-like	LOC107986351	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC107986352	LOC107986352	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC107986353	LOC107986353	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC107986354	LOC107986354	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC101929895	LOC101929895	__SEG__	Chr5	{HomoSapiens}
 putative POM121-like protein	1-like	LOC646652	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC112267934	LOC112267934	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC112267939	LOC112267939	__SEG__	Chr5	{HomoSapiens}
 uncharacterized protein	LOC112267940	LOC112267940	__SEG__	Chr5	{HomoSapiens}
 gap junction alpha-1	protein	GJA1	__SEG__	Chr6	{HomoSapiens}
 5-hydroxytryptamine receptor	1B	HTR1B	__SEG__	Chr6	{HomoSapiens}
 5-hydroxytryptamine receptor	1E	HTR1E	__SEG__	Chr6	{HomoSapiens}
 claudin-20	precursor	CLDN20	__SEG__	Chr6	{HomoSapiens}
 small ubiquitin-related modifier	4	SUMO4	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	2J3	OR2J3	__SEG__	Chr6	{HomoSapiens}
 putative olfactory receptor	2B3	OR2B3	__SEG__	Chr6	{HomoSapiens}
 NKAP-like	protein	NKAPL	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein	C6orf226	C6orf226	__SEG__	Chr6	{HomoSapiens}
 ret finger protein-like	4B	RFPL4B	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein	LOC100128124	HGC6.3	__SEG__	Chr6	{HomoSapiens}
 protein phosphatase 1 regulatory subunit	3G	PPP1R3G	__SEG__	Chr6	{HomoSapiens}
 cTAGE family member	9	CTAGE9	__SEG__	Chr6	{HomoSapiens}
 trophoblast glycoprotein	precursor	TPBG	__SEG__	Chr6	{HomoSapiens}
 humanin-like	9	MTRNR2L9	__SEG__	Chr6	{HomoSapiens}
 zinc finger protein	322	ZNF322	__SEG__	Chr6	{HomoSapiens}
 zinc finger protein	391	ZNF391	__SEG__	Chr6	{HomoSapiens}
 protein myomixer	precursor	MYMX	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	12D1	OR12D1	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	2J1	OR2J1	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	1F12	OR1F12	__SEG__	Chr6	{HomoSapiens}
 testis development-related protein	1	TDRG1	__SEG__	Chr6	{HomoSapiens}
 forkhead box protein	C1	FOXC1	__SEG__	Chr6	{HomoSapiens}
 proto-oncogene	Mas	MAS1	__SEG__	Chr6	{HomoSapiens}
 cardiac	phospholamban	PLN	__SEG__	Chr6	{HomoSapiens}
 transcription factor	SOX-4	SOX4	__SEG__	Chr6	{HomoSapiens}
 tubulin-specific chaperone	C	TBCC	__SEG__	Chr6	{HomoSapiens}
 testis-specific Y-encoded-like protein	1	TSPYL1	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4I	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1	HIST1H2AI	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1	HIST1H2AK	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1	HIST1H2AL	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1-C	HIST1H2AC	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1-B/E	HIST1H2AB	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1	HIST1H2AM	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-C/E/F/G/I	HIST1H2BG	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-L	HIST1H2BL	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-N	HIST1H2BN	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-M	HIST1H2BM	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-C/E/F/G/I	HIST1H2BF	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-C/E/F/G/I	HIST1H2BE	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-H	HIST1H2BH	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-C/E/F/G/I	HIST1H2BI	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-C/E/F/G/I	HIST1H2BC	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-O	HIST1H2BO	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3A	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3D	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3C	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3E	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3I	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3G	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3J	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3H	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3B	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4A	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4D	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4F	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4K	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4C	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4H	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4B	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4E	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4L	__SEG__	Chr6	{HomoSapiens}
 histone H4-like protein type	G	HIST1H4G	__SEG__	Chr6	{HomoSapiens}
 beta-1,3-galactosyltransferase	4	B3GALT4	__SEG__	Chr6	{HomoSapiens}
 trace amine-associated receptor	5	TAAR5	__SEG__	Chr6	{HomoSapiens}
 12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid	receptor	GPR31	__SEG__	Chr6	{HomoSapiens}
 histone	H1.2	HIST1H1C	__SEG__	Chr6	{HomoSapiens}
 histone	H1.3	HIST1H1D	__SEG__	Chr6	{HomoSapiens}
 histone	H1.4	HIST1H1E	__SEG__	Chr6	{HomoSapiens}
 histone	H1.5	HIST1H1B	__SEG__	Chr6	{HomoSapiens}
 histone	H1t	HIST1H1T	__SEG__	Chr6	{HomoSapiens}
 histone	H1.1	HIST1H1A	__SEG__	Chr6	{HomoSapiens}
 heat shock 70 kDa protein	1A	HSPA1A	__SEG__	Chr6	{HomoSapiens}
 heat shock 70 kDa protein	1B	HSPA1B	__SEG__	Chr6	{HomoSapiens}
 zinc finger and BTB domain-containing protein	22	ZBTB22	__SEG__	Chr6	{HomoSapiens}
 heat shock 70 kDa protein	1-like	HSPA1L	__SEG__	Chr6	{HomoSapiens}
 POU domain, class 3, transcription factor	2	POU3F2	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	2B6	OR2B6	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	12D2	OR12D2	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	11A1	OR11A1	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	10C1	OR10C1	__SEG__	Chr6	{HomoSapiens}
 histone	H3.1	HIST1H3F	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1-B/E	HIST1H2AE	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-J	HIST1H2BJ	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-B	HIST1H2BB	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1	HIST1H2AG	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1-D	HIST1H2AD	__SEG__	Chr6	{HomoSapiens}
 histone cluster 1,	H2aj	HIST1H2AJ	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein	C6orf47	C6orf47	__SEG__	Chr6	{HomoSapiens}
 prostate and breast cancer overexpressed gene 1	protein	PBOV1	__SEG__	Chr6	{HomoSapiens}
 testis-specific Y-encoded-like protein	4	TSPYL4	__SEG__	Chr6	{HomoSapiens}
 histone	H4	HIST1H4J	__SEG__	Chr6	{HomoSapiens}
 FK506-binding	protein-like	FKBPL	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	2W1	OR2W1	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	2J2	OR2J2	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	2A4	OR2A4	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	14J1	OR14J1	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	12D3	OR12D3	__SEG__	Chr6	{HomoSapiens}
 splicing factor 3B subunit	5	SF3B5	__SEG__	Chr6	{HomoSapiens}
 gap junction alpha-10	protein	GJA10	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor	2B2	OR2B2	__SEG__	Chr6	{HomoSapiens}
 forkhead box protein	Q1	FOXQ1	__SEG__	Chr6	{HomoSapiens}
 POM121-like protein	2	POM121L2	__SEG__	Chr6	{HomoSapiens}
 mas-related G-protein coupled receptor	MRG	MAS1L	__SEG__	Chr6	{HomoSapiens}
 trace amine-associated receptor	8	TAAR8	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-K	HIST1H2BK	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1-H	HIST1H2AH	__SEG__	Chr6	{HomoSapiens}
 membrane progestin receptor	beta	PAQR8	__SEG__	Chr6	{HomoSapiens}
 trace amine-associated receptor	1	TAAR1	__SEG__	Chr6	{HomoSapiens}
 hepatoma-derived growth factor-like protein	1	HDGFL1	__SEG__	Chr6	{HomoSapiens}
 phosphoglycerate kinase	2	PGK2	__SEG__	Chr6	{HomoSapiens}
 checkpoint protein	HUS1B	HUS1B	__SEG__	Chr6	{HomoSapiens}
 zinc finger and BTB domain-containing protein	9	ZBTB9	__SEG__	Chr6	{HomoSapiens}
 inactive serine protease 35	precursor	PRSS35	__SEG__	Chr6	{HomoSapiens}
 histone H2B type	1-A	HIST1H2BA	__SEG__	Chr6	{HomoSapiens}
 histone H2A type	1-A	HIST1H2AA	__SEG__	Chr6	{HomoSapiens}
 trace amine-associated receptor	9	TAAR9	__SEG__	Chr6	{HomoSapiens}
 trace amine-associated receptor	6	TAAR6	__SEG__	Chr6	{HomoSapiens}
 oligodendrocyte transcription factor	3	OLIG3	__SEG__	Chr6	{HomoSapiens}
 proline-rich protein	18	PRR18	__SEG__	Chr6	{HomoSapiens}
 kidney-associated antigen	1	KAAG1	__SEG__	Chr6	{HomoSapiens}
 gap junction beta-7	protein	GJB7	__SEG__	Chr6	{HomoSapiens}
 E3 ubiquitin-protein ligase	NHLRC1	NHLRC1	__SEG__	Chr6	{HomoSapiens}
 syncytin-2	preproprotein	ERVFRD-1	__SEG__	Chr6	{HomoSapiens}
 histone H2B type 1-D isoform	X1	HIST1H2BD	__SEG__	Chr6	{HomoSapiens}
 zinc finger and BTB domain-containing protein 12 isoform	X1	ZBTB12	__SEG__	Chr6	{HomoSapiens}
 high mobility group nucleosome-binding domain-containing protein 4 isoform	X1	HMGN4	__SEG__	Chr6	{HomoSapiens}
 alpha-(1,3)-fucosyltransferase 9 isoform	X1	FUT9	__SEG__	Chr6	{HomoSapiens}
 transmembrane protein 200A isoform	X1	TMEM200A	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein C6orf141 isoform	X1	C6orf141	__SEG__	Chr6	{HomoSapiens}
 E3 ubiquitin-protein ligase RNF182 isoform	X1	RNF182	__SEG__	Chr6	{HomoSapiens}
 protein FAM50B isoform	X1	FAM50B	__SEG__	Chr6	{HomoSapiens}
 zinc finger CCCH-type domain-containing-like isoform	X1	LOC441155	__SEG__	Chr6	{HomoSapiens}
 dual specificity protein phosphatase 22 isoform	X1	DUSP22	__SEG__	Chr6	{HomoSapiens}
 probable G-protein coupled receptor 63 isoform	X1	GPR63	__SEG__	Chr6	{HomoSapiens}
 FAM10 family protein	At4g22670	LOC107986532	__SEG__	Chr6	{HomoSapiens}
 putative protein	PRAC2	LOC102724665	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein	LOC101927353	LOC101927353	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein	LOC107986554	LOC107986554	__SEG__	Chr6	{HomoSapiens}
 arf-GAP with GTPase, ANK repeat and PH domain-containing protein	2-like	LOC107986596	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor 2H1 isoform	X2	OR2H1	__SEG__	Chr6	{HomoSapiens}
 olfactory receptor 5V1 isoform	X1	OR5V1	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein	C9orf85-like	LOC112267959	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein	LOC112267971	LOC112267971	__SEG__	Chr6	{HomoSapiens}
 uncharacterized protein	LOC102724646	LOC102724646	__SEG__	Chr6	{HomoSapiens}
 twist-related protein	1	TWIST1	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	9A4	OR9A4	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	9A2	OR9A2	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2A14	OR2A14	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	6V1	OR6V1	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2A1/2A42	OR2A42	__SEG__	Chr7	{HomoSapiens}
 rho guanine nucleotide exchange factor	35	ARHGEF35	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2A12	OR2A12	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2A25	OR2A25	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2F2	OR2F2	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2AE1	OR2AE1	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	6B1	OR6B1	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2A1/2A42	OR2A1	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2A7	OR2A7	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2A2	OR2A2	__SEG__	Chr7	{HomoSapiens}
 endogenous retrovirus group 3 member 1 Env polyprotein	precursor	ERV3-1	__SEG__	Chr7	{HomoSapiens}
 cTAGE family member	15	CTAGE15	__SEG__	Chr7	{HomoSapiens}
 inactive Ufm1-specific protease	1	UFSP1	__SEG__	Chr7	{HomoSapiens}
 protein	FAM220A	FAM220A	__SEG__	Chr7	{HomoSapiens}
 G-protein coupled estrogen receptor	1	GPER1	__SEG__	Chr7	{HomoSapiens}
 hypoxia-inducible lipid droplet-associated	protein	HILPDA	__SEG__	Chr7	{HomoSapiens}
 leucine-rich repeat neuronal protein 3	precursor	LRRN3	__SEG__	Chr7	{HomoSapiens}
 leucine zipper protein	6	LUZP6	__SEG__	Chr7	{HomoSapiens}
 syncytin-1	precursor	ERVW-1	__SEG__	Chr7	{HomoSapiens}
 transmembrane protein	229A	TMEM229A	__SEG__	Chr7	{HomoSapiens}
 nuclear protein	2	NUPR2	__SEG__	Chr7	{HomoSapiens}
	claudin-12	CLDN12	__SEG__	Chr7	{HomoSapiens}
 humanin-like	6	MTRNR2L6	__SEG__	Chr7	{HomoSapiens}
 sterile alpha motif domain-containing protein	9	SAMD9	__SEG__	Chr7	{HomoSapiens}
 ADP-ribosylation factor-like protein	4A	ARL4A	__SEG__	Chr7	{HomoSapiens}
 carbohydrate sulfotransferase	12	CHST12	__SEG__	Chr7	{HomoSapiens}
 cTAGE family member	8	CTAGE8	__SEG__	Chr7	{HomoSapiens}
	claudin-4	CLDN4	__SEG__	Chr7	{HomoSapiens}
	claudin-3	CLDN3	__SEG__	Chr7	{HomoSapiens}
 proline-rich protein	15	PRR15	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	10AC1	OR10AC1	__SEG__	Chr7	{HomoSapiens}
 sterile alpha motif domain-containing protein	9-like	SAMD9L	__SEG__	Chr7	{HomoSapiens}
 small integral membrane protein 30	precursor	SMIM30	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	LOC100129484	LOC100129484	__SEG__	Chr7	{HomoSapiens}
 neurosecretory protein VGF	precursor	VGF	__SEG__	Chr7	{HomoSapiens}
	frizzled-1	FZD1	__SEG__	Chr7	{HomoSapiens}
 frizzled-9	precursor	FZD9	__SEG__	Chr7	{HomoSapiens}
 ribonuclease P protein subunit	p20	POP7	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor	2A5	OR2A5	__SEG__	Chr7	{HomoSapiens}
 TLR4 interactor with leucine rich repeats	precursor	TRIL	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	3	TAS2R3	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	4	TAS2R4	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	16	TAS2R16	__SEG__	Chr7	{HomoSapiens}
 transmembrane protein	140	TMEM140	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	5	TAS2R5	__SEG__	Chr7	{HomoSapiens}
 poly(A) polymerase	beta	PAPOLB	__SEG__	Chr7	{HomoSapiens}
 leucine-rich repeat-containing protein 4	precursor	LRRC4	__SEG__	Chr7	{HomoSapiens}
 neurogenic differentiation factor	6	NEUROD6	__SEG__	Chr7	{HomoSapiens}
 leucine-rich repeat-containing protein	61	LRRC61	__SEG__	Chr7	{HomoSapiens}
 E3 ubiquitin-protein ligase	TRIM56	TRIM56	__SEG__	Chr7	{HomoSapiens}
 dnaJ homolog subfamily C member 30	precursor	DNAJC30	__SEG__	Chr7	{HomoSapiens}
 transmembrane protein	60	TMEM60	__SEG__	Chr7	{HomoSapiens}
 transcriptional activator protein	Pur-beta	PURB	__SEG__	Chr7	{HomoSapiens}
 ZBED6 C-terminal-like	protein	ZBED6CL	__SEG__	Chr7	{HomoSapiens}
 Krueppel-like factor	14	KLF14	__SEG__	Chr7	{HomoSapiens}
 E3 ubiquitin-protein ligase RNF133	precursor	RNF133	__SEG__	Chr7	{HomoSapiens}
 dual specificity protein phosphatase	CDC14C	CDC14C	__SEG__	Chr7	{HomoSapiens}
 testis-expressed protein	47	TEX47	__SEG__	Chr7	{HomoSapiens}
 fer3-like	protein	FERD3L	__SEG__	Chr7	{HomoSapiens}
 GTPase IMAP family member	7	GIMAP7	__SEG__	Chr7	{HomoSapiens}
 coiled-coil domain-containing protein	71L	CCDC71L	__SEG__	Chr7	{HomoSapiens}
 ribose-phosphate pyrophosphokinase	3	PRPS1L1	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	38	TAS2R38	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	39	TAS2R39	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	40	TAS2R40	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	41	TAS2R41	__SEG__	Chr7	{HomoSapiens}
 taste receptor type 2 member	60	TAS2R60	__SEG__	Chr7	{HomoSapiens}
 class A basic helix-loop-helix protein	15	BHLHA15	__SEG__	Chr7	{HomoSapiens}
 cTAGE family member	6	CTAGE6	__SEG__	Chr7	{HomoSapiens}
 POM121-like protein	12	POM121L12	__SEG__	Chr7	{HomoSapiens}
 RING finger protein 148	precursor	RNF148	__SEG__	Chr7	{HomoSapiens}
 cTAGE family member	4	CTAGE4	__SEG__	Chr7	{HomoSapiens}
		TRBJ1-1	__SEG__	Chr7	{HomoSapiens}
		TRBJ1-2	__SEG__	Chr7	{HomoSapiens}
		TRBJ1-3	__SEG__	Chr7	{HomoSapiens}
		TRBJ1-4	__SEG__	Chr7	{HomoSapiens}
		TRBJ1-5	__SEG__	Chr7	{HomoSapiens}
		TRBJ1-6	__SEG__	Chr7	{HomoSapiens}
		TRBJ2-1	__SEG__	Chr7	{HomoSapiens}
		TRBJ2-2	__SEG__	Chr7	{HomoSapiens}
		TRBJ2-3	__SEG__	Chr7	{HomoSapiens}
		TRBJ2-4	__SEG__	Chr7	{HomoSapiens}
		TRBJ2-5	__SEG__	Chr7	{HomoSapiens}
		TRBJ2-6	__SEG__	Chr7	{HomoSapiens}
		TRBJ2-7	__SEG__	Chr7	{HomoSapiens}
		TRGJ1	__SEG__	Chr7	{HomoSapiens}
		TRGJ2	__SEG__	Chr7	{HomoSapiens}
		TRGJP1	__SEG__	Chr7	{HomoSapiens}
		TRGJP2	__SEG__	Chr7	{HomoSapiens}
		TRGJP	__SEG__	Chr7	{HomoSapiens}
 metallo-beta-lactamase domain-containing protein 1 isoform	X1	MBLAC1	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC100996365	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ92257	LOC100996414	__SEG__	Chr7	{HomoSapiens}
 cyclic AMP-responsive element-binding protein 5 isoform	X7	CREB5	__SEG__	Chr7	{HomoSapiens}
 olfactory receptor 2F1 isoform	X1	OR2F1	__SEG__	Chr7	{HomoSapiens}
 probable G-protein coupled receptor 22 isoform	X1	GPR22	__SEG__	Chr7	{HomoSapiens}
 transmembrane protein 184A isoform	X1	TMEM184A	__SEG__	Chr7	{HomoSapiens}
 protein ELFN1 isoform	X1	ELFN1	__SEG__	Chr7	{HomoSapiens}
 probable G-protein coupled receptor 85 isoform	X1	GPR85	__SEG__	Chr7	{HomoSapiens}
 fidgetin-like protein 1 isoform	X1	FIGNL1	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	FLJ20712	FLJ20712	__SEG__	Chr7	{HomoSapiens}
 enolase-phosphatase	E1	LOC107986752	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	LOC107986755	LOC107986755	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	LOC107986791	LOC107986791	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ46235	LOC107986794	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	LOC107986797	LOC107986797	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC107986803	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC107986805	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	LOC107986810	LOC107986810	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ46204	LOC105379752	__SEG__	Chr7	{HomoSapiens}
 muscarinic acetylcholine receptor M2 isoform	X1	CHRM2	__SEG__	Chr7	{HomoSapiens}
 protein FAM200A isoform	X1	FAM200A	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC107986729	__SEG__	Chr7	{HomoSapiens}
 protein enabled	homolog	LOC112267983	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	LOC112267991	LOC112267991	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	LOC112267992	LOC112267992	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112267996	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC107986801	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112267997	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112268000	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112268001	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112268002	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112268003	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112268004	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112267919	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ44672	LOC112268005	__SEG__	Chr7	{HomoSapiens}
 putative uncharacterized protein	FLJ92257	LOC107986804	__SEG__	Chr7	{HomoSapiens}
 uncharacterized protein	LOC112268013	LOC112268013	__SEG__	Chr7	{HomoSapiens}
 corticoliberin	preproprotein	CRH	__SEG__	Chr8	{HomoSapiens}
 olfactory receptor	4F21	OR4F21	__SEG__	Chr8	{HomoSapiens}
