ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GI	Gene.Symbol	SPOT_ID
11730416_at	0.522	0.354	0.942	-6.433288	0.0516	NM_080431.4		ACTRT2	
11734590_at	0.522	0.354	-0.941	-6.434224	-0.0474	NM_005286.2		NPBWR2	
11727304_at	0.522	0.354	0.941	-6.434233	0.0842	NM_145719.2		TIGD3	
11738755_at	0.522	0.354	-0.941	-6.434298	-0.0536	BC136938.1		OR1J1	
11743226_at	0.523	0.355	-0.94	-6.435512	-0.0572	NM_001101357.1		CCDC160	
11733765_at	0.523	0.355	0.94	-6.435708	0.0549	BC096153.2		IFNB1	
11727360_a_at	0.524	0.357	-0.937	-6.438502	-0.0776	NM_152219.3		GJD3	
11726061_a_at	0.525	0.358	-0.935	-6.440118	-0.0484	AY358307.1		LRRC4	
11751736_a_at	0.526	0.358	-0.934	-6.441577	-0.0518	AK294378.1		GPR12	
11717684_at	0.526	0.359	0.933	-6.442149	0.0932	NM_013286.3		RBM15B	
11735854_at	0.528	0.36	0.931	-6.444318	0.0595	NM_003967.2		TAAR5	
11737951_a_at	0.528	0.36	0.931	-6.44434	0.0813	NM_014789.3		ZNF623	
11738568_at	0.528	0.36	-0.93	-6.444804	-0.0609	NM_001012708.2		KRTAP5-3	
11734707_at	0.529	0.361	-0.928	-6.446672	-0.103	BX454172		SMIM15	
11717665_a_at	0.529	0.362	0.927	-6.447516	0.191	NM_021648.4		TSPYL4	
11737561_at	0.53	0.362	0.926	-6.448299	0.0608	NM_172000.3		TEDDM1	
11740256_s_at	0.531	0.363	-0.924	-6.450073	-0.226	BG614188		GJC1	
11723884_at	0.532	0.364	0.923	-6.45154	0.13	NM_023016.3		SOWAHC	
11738970_at	0.532	0.365	-0.921	-6.452863	-0.0532	NM_001083308.1		PYDC2	
11715156_s_at	0.532	0.365	-0.921	-6.452892	-0.0536		31791037.0	KRTAP6-1	
11742006_at	0.533	0.365	-0.92	-6.453896	-0.0819	BC120941.1		KRTAP12-2	
11734622_at	0.533	0.365	0.92	-6.454019	0.0405	BC101152.1		KRTAP1-3	
11722534_at	0.533	0.366	0.919	-6.454833	0.155	NM_019845.2		RPRM	
11731385_at	0.534	0.366	0.919	-6.455132	0.079	NM_020435.2		GJC2	
11715118_s_at	0.534	0.366	0.918	-6.45541	0.101		21396482.0	HIST1H2BF	
11728614_at	0.536	0.368	0.915	-6.458829	0.0737	NM_005281.2		GPR3	
11742345_at	0.537	0.369	0.913	-6.460083	0.054	BC140749.1		OR2T11	
11715139_x_at	0.537	0.369	0.913	-6.46018	0.0508		4504588.0	IFNA10	
11753033_x_at	0.537	0.369	0.913	-6.460635	0.05	AK297464.1		GPR85	
11724533_at	0.537	0.369	-0.912	-6.461341	-0.059	NM_001013635.3		CCDC184	
11721713_a_at	0.537	0.369	0.912	-6.461387	0.149	NM_153232.3		EID2	
11739362_a_at	0.537	0.37	-0.912	-6.461561	-0.0684	AK291282.1		FKRP	
11758594_s_at	0.538	0.37	0.911	-6.462098	0.105	AI872408		CSTF2T	
11730235_a_at	0.538	0.37	-0.91	-6.462708	-0.194	NM_001020818.1		MYADM	
11731240_at	0.538	0.37	0.91	-6.462893	0.065	AK292853.1		GRHL2	
11731877_s_at	0.538	0.37	0.91	-6.463138	0.064	BC095522.1		TAS2R5	
11740715_at	0.539	0.371	-0.908	-6.464563	-0.0704	NM_001123040.1		ARIH2OS	
11715259_s_at	0.539	0.372	0.908	-6.465281	0.0557		4504596.0	IFNA5	
11742519_at	0.54	0.373	-0.906	-6.467021	-0.0532	NM_001005503.1		OR11G2	
11733390_a_at	0.541	0.373	0.904	-6.468107	0.0497	U16957.1		AGTR2	
11763628_s_at	0.541	0.373	-0.904	-6.468176	-0.0647	DR762455		POU3F3	
11738496_at	0.541	0.373	0.904	-6.468349	0.0572	BC136715.1		OR13J1	
11735978_at	0.541	0.374	0.904	-6.468654	0.0426	NM_019897.2		OR2S2	
11734685_at	0.541	0.374	0.904	-6.468875	0.0504	BC027617.2		PABPC3	
11724864_a_at	0.542	0.375	0.902	-6.4706	0.191	NM_000166.5		GJB1	
11738715_at	0.543	0.375	0.901	-6.471101	0.0599	BC136930.1		OR52D1	
11719673_a_at	0.543	0.375	-0.901	-6.471282	-0.0733	BC053357.1		THBD	
11742549_at	0.544	0.376	-0.899	-6.473351	-0.0518	NM_001005516.1		OR5K3	
11742623_at	0.544	0.376	0.898	-6.473514	0.0649	NM_001005190.1		OR7A10	
11735656_s_at	0.544	0.377	0.898	-6.474101	0.0961	NM_145178.2		ATOH7	
11738612_at	0.545	0.377	0.897	-6.474458	0.0481	BC136881.1		OR2B2	
11742390_at	0.545	0.377	-0.897	-6.474783	-0.0501	NM_001004739.1		OR5L2	
11737646_at	0.545	0.378	-0.896	-6.47531	-0.072	NM_001145668.1		CTXN2	
11754970_x_at	0.546	0.378	0.896	-6.475871	0.111	AW237090		EXO5	
11741837_x_at	0.546	0.378	0.895	-6.476565	0.0533	BC117287.1		KRTAP9-2	
11726817_x_at	0.547	0.379	0.893	-6.478002	0.0631	AL834165.1		GPRIN1	
11730097_at	0.547	0.379	0.893	-6.478374	0.0576	NM_022076.3		DUSP21	
11762469_at	0.548	0.38	0.892	-6.479686	0.079	M36707.1		CALML3	
11740019_at	0.549	0.381	-0.889	-6.481597	-0.0635	NM_001080209.1		TMEM200C	
11728338_a_at	0.55	0.382	-0.888	-6.483048	-0.0673	NM_145039.2		CENPBD1	
11757890_a_at	0.55	0.382	0.888	-6.483225	0.102	BF593098		MTERF2	
11745532_a_at	0.551	0.383	0.886	-6.484474	0.164	BC109045.1		ZNF518A	
11738179_at	0.551	0.383	-0.886	-6.484906	-0.0578	NM_001001346.2		CLDN20	
11736471_at	0.551	0.384	-0.885	-6.485511	-0.155	BC093758.1		RAB9B	
11736298_at	0.552	0.385	0.882	-6.487712	0.0616	AB041943.1		LPAR5	
11725697_at	0.553	0.385	0.882	-6.488384	0.101	NM_030961.1		TRIM56	
11736754_a_at	0.553	0.385	0.881	-6.48856	0.104	AK292821.1		PCDHB13	
11719426_at	0.554	0.386	-0.88	-6.490115	-0.105	NM_130468.2		CHST14	
11726627_at	0.554	0.386	-0.88	-6.490272	-0.081	NM_032786.1		ZC3H10	
11737290_at	0.554	0.387	0.879	-6.490879	0.277	NM_080818.3		OXGR1	
11758378_s_at	0.555	0.387	0.878	-6.491735	0.128	BU741678		RBMXL1	
11738161_at	0.555	0.388	-0.877	-6.492346	-0.0491	NM_001029861.2		NANOS2	
11738564_at	0.555	0.388	-0.877	-6.49261	-0.0737	BC137206.1		OR8D4	
11759253_x_at	0.556	0.389	0.876	-6.493669	0.0655	BC112256.1		HIST1H2AI	
11739443_a_at	0.557	0.389	-0.875	-6.494552	-0.0656	BM423759		CCDC71L	
11750507_a_at	0.557	0.39	0.874	-6.495369	0.0595	AK292348.1		RNASE11	
11727563_at	0.558	0.39	-0.872	-6.496697	-0.114	NM_015669.2		PCDHB5	
11734286_a_at	0.558	0.391	-0.872	-6.497215	-0.0463	BC035923.1		COX7B2	
11741317_a_at	0.558	0.391	0.872	-6.497254	0.184	NM_001111061.1		NHLH2	
11733140_s_at	0.558	0.391	-0.872	-6.497264	-0.14	BC003027.1		ARL4A	
11735920_at	0.558	0.391	-0.871	-6.498011	-0.0641	NM_001039165.2		MRGPRE	
11759276_x_at	0.558	0.391	0.871	-6.498118	0.0468	BC136971.1		OR2M3	
11726785_at	0.559	0.392	-0.87	-6.49868	-0.0321	NM_001007531.1		NKAPL	
11757969_x_at	0.559	0.392	0.869	-6.499071	0.0697	BG759422		JUND	
11742526_at	0.562	0.395	0.864	-6.503439	0.0539	NM_001005192.1		OR7G1	
11744088_a_at	0.562	0.395	-0.864	-6.503834	-0.0826	BI754401		TYMSOS	
11738922_at	0.562	0.395	-0.864	-6.504136	-0.0616	NM_006637.1		OR5I1	
11734796_s_at	0.563	0.395	-0.863	-6.50488	-0.285	NM_003518.3		HIST1H2BG	
11740349_at	0.563	0.396	0.862	-6.50585	0.0784	BC112334.1		RNASE7	
11715179_s_at	0.564	0.396	0.861	-6.506222	0.0622		31791029.0	KRTAP19-1	
11725852_at	0.564	0.397	0.86	-6.506847	0.0724	BC093919.1		ZNF319	
11745247_at	0.564	0.397	-0.86	-6.506954	-0.0649	AK303170.1		PROB1	
11742601_at	0.564	0.397	-0.86	-6.507226	-0.0516	NM_001005497.1		OR6C75	
11730344_a_at	0.564	0.397	-0.86	-6.507338	-0.0505	BE501922		TSSK6	
11741486_a_at	0.564	0.397	-0.86	-6.507624	-0.0525	BC114621.1		SLITRK3	
11715103_x_at	0.565	0.397	0.859	-6.50806	0.115		22748780.0	TNFAIP8L1	
11742778_s_at	0.567	0.4	-0.855	-6.51187	-0.0767	BT007002.1		TBCC	
11753547_a_at	0.567	0.4	-0.854	-6.512753	-0.0718	BC111423.1		C9orf66	
11738907_at	0.568	0.401	0.853	-6.513615	0.0609	NM_001005173.2		OR52L1	
11733474_at	0.569	0.402	0.85	-6.515847	0.0365	NM_007084.2		SOX21	
11733426_at	0.57	0.403	0.849	-6.516822	0.0602	NM_003533.2		HIST1H3I	
11738692_at	0.571	0.404	0.846	-6.519006	0.0432	BC137524.1		OR5H6	
11742162_at	0.571	0.405	0.846	-6.519223	0.0475	BC127252.1		KRTAP4-2	
11742359_at	0.573	0.406	-0.844	-6.520966	-0.0474	BC140732.1		OR52N2	
11738586_at	0.573	0.406	-0.843	-6.521499	-0.0485	NM_001129895.1		HGC6.3	
11724091_s_at	0.573	0.406	0.843	-6.521501	0.0607	NM_031297.3		RNF208	
11742469_at	0.574	0.408	-0.84	-6.523906	-0.0487	NM_001099921.1		MAGEB16	
11755997_a_at	0.574	0.408	-0.84	-6.524101	-0.242	AY195584.1		SAMD9L	
11742541_at	0.575	0.409	0.838	-6.525782	0.0804	NM_001004459.1		OR1S2	
11742149_x_at	0.577	0.41	0.836	-6.527731	0.0549	AB076358.1		KRTAP10-10	
11762390_at	0.577	0.41	0.836	-6.527865	0.0556	AY358310.1		LRRTM1	
11757428_a_at	0.577	0.41	-0.836	-6.527941	-0.0819	AA888863		SF3B5	
11759355_x_at	0.578	0.411	0.834	-6.52923	0.0524	BC095544.1		GPR32	
11742156_at	0.578	0.412	0.833	-6.530467	0.0613	NM_005299.2		GPR31	
11742341_at	0.579	0.413	-0.831	-6.531604	-0.0337	BC146844.1		OR8K1	
11738817_a_at	0.579	0.413	-0.831	-6.531775	-0.0576	NM_001130925.1		ERVW-1	
11717937_at	0.58	0.414	0.83	-6.532798	0.165	NM_032947.3		SMIM3	
11738314_at	0.58	0.414	0.83	-6.532844	0.0392	NM_152462.1		SLC35G3	
11715144_s_at	0.58	0.414	-0.829	-6.533731	-0.0646		31791017.0	KRTAP19-7	
11731707_at	0.581	0.415	0.827	-6.535256	0.0536	NM_018228.2		VRTN	
11734572_at	0.582	0.416	0.825	-6.536634	0.131	BC099632.1		HIST1H1E	
11744343_a_at	0.582	0.416	-0.825	-6.536637	-0.0493	BC017960.1		ZNF664	
11718395_s_at	0.583	0.417	-0.824	-6.537366	-0.192	BC006175.1		JUN	
11734191_at	0.583	0.417	0.824	-6.537823	0.0517	BC095502.1		GPR119	
11715673_x_at	0.583	0.417	0.823	-6.538205	0.109	NM_002229.2		JUNB	
11732769_at	0.584	0.418	-0.822	-6.538809	-0.0637	BC094004.1		RNF152	
11758030_s_at	0.584	0.419	0.821	-6.540142	0.0478	BE672434		FOXG1	
11760473_at	0.584	0.419	0.821	-6.540341	0.0376	AK289793.1		TOR1AIP2	
11716712_s_at	0.585	0.419	-0.82	-6.54065	-0.209	NM_153333.2		TCEAL8	
11739340_at	0.585	0.419	-0.82	-6.540849	-0.0568	BC036516.2		FAM46C	
11764221_s_at	0.585	0.419	-0.82	-6.540999	-0.0891	AA861736		MUM1L1	
11733740_at	0.585	0.419	0.82	-6.54118	0.0445	BC067487.1		HIST1H2BM	
11732648_a_at	0.585	0.419	0.819	-6.541278	0.0485	AK290983.1		C21orf62	
11726368_x_at	0.587	0.421	-0.817	-6.543595	-0.12	CD244490		ERICH1	
11735986_at	0.589	0.423	0.813	-6.546852	0.0394	NM_181622.1		KRTAP13-3	
11730910_s_at	0.589	0.423	0.812	-6.547198	0.0573	U57840.1		CCR5	
11725809_at	0.589	0.424	-0.811	-6.548052	-0.064	NM_015193.3		ARC	
11742510_at	0.589	0.424	0.811	-6.54818	0.0393	NM_030904.1		OR2T1	
11717632_s_at	0.59	0.425	-0.81	-6.549335	-0.0911	BC113513.1		KLHL9	
11730922_at	0.591	0.426	-0.807	-6.551283	-0.0555	BC113527.1		NHLRC4	
11759377_at	0.592	0.427	0.807	-6.551684	0.0439	AB096949.1		KRTAP19-7	
11738724_at	0.592	0.427	0.806	-6.552178	0.0512	BC137028.1		OR4D6	
11722946_at	0.593	0.428	0.805	-6.553119	0.0709	NM_152423.3		MUM1L1	
11721170_a_at	0.593	0.428	0.804	-6.554055	0.0594	U18543.1		TRIM32	
11738696_at	0.594	0.429	0.802	-6.555192	0.0388	BC137382.1		OR10G2	
11716711_a_at	0.594	0.429	-0.802	-6.555459	-0.195	NM_153333.2		TCEAL8	
11721254_s_at	0.594	0.429	0.802	-6.555701	0.246	NM_016607.3		ARMCX3	
11742153_at	0.596	0.43	-0.8	-6.557276	-0.0602	NM_001004450.1		OR1B1	
11732975_at	0.596	0.431	0.799	-6.557602	0.0551	NM_012352.1		OR1A2	
11736525_a_at	0.598	0.433	-0.795	-6.561299	-0.0503	NM_014269.4		ADAM29	
11727313_at	0.599	0.434	0.793	-6.562565	0.0436	AK293979.1		BHLHE22	
11742334_at	0.599	0.434	0.793	-6.562605	0.0646	BC137225.1		OR52W1	
11734876_a_at	0.6	0.435	0.792	-6.56304	0.0532	DB241173		TMEM30B	
11730921_at	0.6	0.435	-0.792	-6.563346	-0.0638	NM_176677.1		NHLRC4	
11733507_at	0.6	0.435	0.792	-6.563395	0.0429	CR541779.1		MAGEB4	
11734279_at	0.601	0.437	-0.789	-6.565731	-0.0447	NM_001145346.1		RBMXL3	
11745202_a_at	0.602	0.438	0.787	-6.567134	0.112	BC039999.2		RMI1	
11734977_at	0.602	0.438	-0.787	-6.567319	-0.0847	NM_018932.3		PCDHB12	
11762590_at	0.603	0.438	-0.787	-6.567588	-0.0613	AF303373.1		OR4D2	
11716980_a_at	0.603	0.439	0.786	-6.568495	0.0523	AK289378.1		SLC35A4	
11758450_s_at	0.604	0.439	0.785	-6.569097	0.0717	AU146540		KDM4D	
11737481_s_at	0.604	0.44	0.784	-6.569761	0.04	BC113474.1		CDR1	
11725353_at	0.604	0.44	-0.783	-6.570227	-0.163	NM_014805.3		EPM2AIP1	
11758662_s_at	0.604	0.44	0.783	-6.570416	0.0455	N33108		ZNF358	
11742600_at	0.605	0.44	0.783	-6.570788	0.0558	NM_001001958.1		OR7G3	
11715338_s_at	0.605	0.44	0.782	-6.570893	0.0735		61966712.0	DCAF12L2	
11728593_at	0.605	0.441	-0.782	-6.571496	-0.0431	NM_023067.2		FOXL2	
11751160_a_at	0.606	0.441	-0.781	-6.572366	-0.0375	BC095538.1		LPAR4	
11750879_a_at	0.606	0.442	0.78	-6.572582	0.111	AK292916.1		CREB5	
11759391_at	0.606	0.442	-0.78	-6.572728	-0.0546	AB096954.1		KRTAP6-1	
11742152_at	0.606	0.442	0.779	-6.573273	0.0571	BC140713.1		OR1Q1	
11738492_x_at	0.608	0.444	0.777	-6.575272	0.0498	BC137566.1		KRTAP5-10	
11742307_s_at	0.608	0.444	0.777	-6.575396	0.04	BC136876.1		OR5T2	
11738553_at	0.608	0.444	0.777	-6.575542	0.0458	AB076354.1		KRTAP10-7	
11751574_a_at	0.608	0.444	0.776	-6.575981	0.046	AK295288.1		TMEM119	
11739382_at	0.608	0.444	0.775	-6.576371	0.0375	AF250237.2		GPR85	
11740907_at	0.609	0.445	0.774	-6.577187	0.0609	BC150617.1		RTL1	
11740876_at	0.609	0.446	0.774	-6.577811	0.0491	NM_181842.2		ZBTB12	
11759418_at	0.61	0.446	0.773	-6.578003	0.0619	BC146925.1		CEMP1	
11740407_at	0.61	0.446	0.773	-6.578265	0.0453	M81590.1		HTR1B	
11762493_at	0.61	0.446	0.773	-6.578628	0.0463	BC032831.2		GPR135	
11725900_s_at	0.611	0.447	-0.77	-6.580414	-0.0387	BC009486.1		LRRC8D	
11738550_at	0.611	0.448	0.77	-6.580736	0.0609	BC136819.1		OR9A4	
11733314_a_at	0.611	0.448	0.77	-6.580762	0.0552	NM_152698.2		AMER3	
11739674_at	0.612	0.449	0.768	-6.582008	0.0669	AK292539.1		PDP2	
11732181_x_at	0.612	0.449	-0.768	-6.582201	-0.117	NM_000952.3		PTAFR	
11742394_x_at	0.612	0.449	0.768	-6.582239	0.0356	NM_176887.2		TAS2R46	
11735984_at	0.612	0.449	0.768	-6.582271	0.0442	NM_012367.1		OR2B6	
11732695_at	0.612	0.449	0.767	-6.582658	0.0456	NM_000798.4		DRD5	
11740272_at	0.613	0.45	0.767	-6.583215	0.0483	NM_019090.2		MAP10	
11718631_at	0.614	0.451	-0.765	-6.58477	-0.101	NM_013376.3		SERTAD1	
11719011_at	0.614	0.451	-0.764	-6.584892	-0.0765	NM_145274.2		TMEM99	
11735297_at	0.615	0.452	0.763	-6.586023	0.0404	NM_152569.2		C9orf66	
11721035_x_at	0.616	0.452	-0.762	-6.586689	-0.128	BC043388.1		PPP1R3B	
11740187_at	0.616	0.453	0.761	-6.587156	0.0471	NM_138450.4		ARL11	
11735871_s_at	0.616	0.453	0.761	-6.587301	0.0428	NM_005201.3		CCR8	
11742001_x_at	0.616	0.453	0.76	-6.588139	0.0377	NM_001004736.2		OR5K1	
11741999_at	0.617	0.455	-0.758	-6.589736	-0.053	BC112290.1		OR10J1	
11744092_at	0.617	0.455	0.758	-6.589806	0.0679	AW192594		ATXN7L3B	
11725290_at	0.617	0.455	0.758	-6.589927	0.0638	BC074732.2		FUT1	
11737995_at	0.617	0.455	0.758	-6.590002	0.0433	AY061857.1		LRRC3	
11741939_x_at	0.618	0.455	-0.757	-6.590898	-0.0553	BC074956.2		IFNA14	
11735639_x_at	0.618	0.456	-0.756	-6.591495	-0.0486	NM_001004325.1		KRTAP5-2	
11743234_at	0.619	0.457	0.754	-6.592626	0.0485	NM_005285.3		NPBWR1	
11741863_at	0.619	0.457	0.754	-6.59269	0.0449	NM_030876.5		OR5V1	
11742157_at	0.619	0.457	-0.753	-6.593384	-0.0563	NM_001004452.1		OR1J4	
11733281_at	0.621	0.459	0.751	-6.595146	0.0602	NM_001025231.1		KPRP	
11739630_at	0.621	0.459	-0.75	-6.595558	-0.0441	AK292664.1		RAG2	
11742546_at	0.622	0.461	0.748	-6.597318	0.0462	NM_001005169.1		OR52I1	
11742377_at	0.623	0.462	0.746	-6.598664	0.039	NM_012377.1		OR7C2	
11741186_at	0.625	0.463	-0.743	-6.600846	-0.128	NM_003530.3		HIST1H3D	
11738757_at	0.625	0.463	-0.743	-6.600863	-0.045	BC136814.1		OR2A25	
11740729_x_at	0.625	0.464	0.742	-6.601644	0.0541	AB126077.1		KRTAP5-8	
11742522_at	0.626	0.464	0.742	-6.602135	0.039	NM_001004747.1		OR5T3	
11741706_a_at	0.626	0.465	0.741	-6.602377	0.0834	NM_181703.2		GJA5	
11725940_at	0.626	0.465	0.741	-6.602875	0.0414	BC008065.2		DIRAS2	
11731694_s_at	0.626	0.465	-0.74	-6.603165	-0.169	NM_021052.2		HIST1H2AE	
11729043_a_at	0.627	0.467	-0.738	-6.604844	-0.0533	BC022401.1		OR51E1	
11722315_a_at	0.628	0.468	0.736	-6.60608	0.0591	NM_021796.3		PLAC1	
11730396_at	0.628	0.468	-0.736	-6.606433	-0.0357	AF429971.1		DDI1	
11729469_at	0.628	0.468	-0.736	-6.606499	-0.0726	NM_175885.3		FAM181B	
11738563_at	0.629	0.468	-0.736	-6.606598	-0.0505	NM_181337.3		KAAG1	
11738942_at	0.629	0.468	0.735	-6.60695	0.0404	NM_001077711.1		KRTAP27-1	
11738162_a_at	0.63	0.469	0.733	-6.608465	0.0421	NM_001024644.1		XCR1	
11724396_x_at	0.63	0.47	0.733	-6.608527	0.137	NM_001105549.1		ZNF83	
11754438_x_at	0.631	0.47	-0.731	-6.609693	-0.311	AK098274.1		GJC1	
11742674_at	0.631	0.471	-0.731	-6.609845	-0.0485	NM_178433.1		LCE3B	
11738325_at	0.631	0.471	-0.731	-6.610346	-0.0481	BC137188.1		OR14I1	
11734058_at	0.632	0.471	0.73	-6.610576	0.0393	AY358734.1		ADAM30	
11747024_a_at	0.632	0.471	-0.73	-6.610745	-0.0558	AB084282.1		CHRM5	
11743924_a_at	0.632	0.471	-0.73	-6.610779	-0.0564	BX392455		GJA5	
11763242_at	0.632	0.472	0.729	-6.611287	0.0447	CR542179.1		G0S2	
11727943_a_at	0.632	0.472	-0.729	-6.611514	-0.0531	AK292541.1		FPR3	
11721750_at	0.632	0.472	0.729	-6.611602	0.0488	AB010881.1		FZD7	
11731756_at	0.633	0.473	-0.727	-6.61289	-0.049	NM_138433.3		KLHDC7B	
11732980_x_at	0.633	0.473	0.727	-6.613125	0.0426	M28586.1		IFNA21	
11718386_at	0.633	0.473	0.727	-6.613286	0.0923	NM_014943.3		ZHX2	
11732863_at	0.633	0.474	-0.726	-6.613418	-0.0944	NM_148962.4		OXER1	
11737599_at	0.634	0.475	-0.724	-6.614812	-0.057	NM_203407.1		CXorf67	
11735071_at	0.636	0.476	-0.722	-6.61667	-0.0335	NM_019119.3		PCDHB9	
11737457_a_at	0.636	0.476	0.722	-6.6168	0.0333	BC130398.1		USP29	
11730419_at	0.636	0.476	0.722	-6.616871	0.0803	NM_012409.2		PRND	
11731718_at	0.637	0.478	-0.719	-6.618951	-0.0426	BC098346.1		PCDHB4	
11735396_at	0.639	0.481	-0.715	-6.621961	-0.0427	NM_021916.2		ZNF70	
11738569_at	0.639	0.481	-0.714	-6.622163	-0.0664	BC101642.1		ERAS	
11738603_x_at	0.641	0.483	0.711	-6.624635	0.0419	BC130367.1		LCE3C	
11747261_at	0.641	0.483	0.711	-6.624846	0.053	BC031673.1		LOC389199	
11734338_at	0.641	0.483	0.71	-6.625086	0.048	L26494.1		POU3F1	
11754410_s_at	0.642	0.485	0.708	-6.626474	0.0992	AK097232.1		APLNR	
11747430_a_at	0.643	0.485	0.708	-6.626737	0.0343	AK291442.1		ZNF260	
11731771_at	0.644	0.486	0.706	-6.628258	0.104	BC038797.1		PCDHB15	
11742593_at	0.645	0.488	-0.703	-6.63001	-0.0409	NM_001001918.1		OR14C36	
11738431_at	0.646	0.488	0.703	-6.630491	0.0337	BC104828.1		IFNA8	
11730522_a_at	0.646	0.488	0.702	-6.630663	0.0385	BC113012.2		SLITRK2	
11726458_s_at	0.646	0.488	-0.702	-6.630951	-0.25	NM_018094.3		GSPT2	
11744869_a_at	0.646	0.489	-0.702	-6.631155	-0.0813	AF288208.1		B3GNT2	
11764058_at	0.647	0.49	-0.7	-6.632515	-0.179	DB516866		PRNP	
11732471_at	0.648	0.491	0.697	-6.634305	0.0378	NM_152418.3		DCAF4L2	
11734412_at	0.65	0.493	0.695	-6.635667	0.0408	NM_080740.3		ZNF280A	
11736690_at	0.65	0.493	-0.695	-6.636145	-0.04	NM_152723.1		CCDC89	
11759272_at	0.651	0.494	0.693	-6.63743	0.0858	BC101653.1		HIST1H2BI	
11740775_at	0.652	0.495	0.691	-6.6384	0.0521	NM_005986.2		SOX1	
11725444_at	0.652	0.495	-0.691	-6.638435	-0.125	L10918.1		CCR1	
11759157_at	0.654	0.498	0.687	-6.641502	0.0676	BC096120.1		HIST1H2BF	
11750858_a_at	0.655	0.499	0.684	-6.643314	0.0324	AK299719.1		PCDHB11	
11743627_a_at	0.656	0.501	0.682	-6.644902	0.0556	AI005248		IRS1	
11736200_at	0.658	0.503	-0.679	-6.647182	-0.0489	NM_012084.3		GLUD2	
11738443_at	0.659	0.503	0.678	-6.647836	0.0504	BC137047.1		OR6B1	
11758495_s_at	0.659	0.504	0.676	-6.64874	0.12	BE671913		C1GALT1C1L	
11728324_at	0.661	0.506	-0.673	-6.650672	-0.0405	NM_147180.2		PPP3R2	
11757570_s_at	0.662	0.507	-0.673	-6.651298	-0.111	AI339907		PRR15	
11738704_at	0.662	0.507	0.672	-6.652019	0.0359	BC136733.1		OR52B2	
11759267_at	0.662	0.507	-0.671	-6.652143	-0.0518	BC137040.1		OR2L3	
11744984_a_at	0.663	0.509	0.669	-6.653434	0.0349	BC098253.1		LENEP	
11734639_at	0.665	0.511	0.666	-6.655535	0.0398	NM_014565.1		OR1A1	
11728007_x_at	0.666	0.512	-0.665	-6.65666	-0.0484	BC074836.2		FUT3	
11740566_at	0.666	0.512	0.665	-6.656691	0.0351	AK302365.1		ATXN3L	
11720338_at	0.667	0.513	-0.663	-6.657764	-0.0879	BC026873.1		FIBIN	
11738134_a_at	0.667	0.513	-0.663	-6.658036	-0.0303	NM_007136.2		ZNF80	
11738707_at	0.668	0.514	0.661	-6.658762	0.0343	BC137066.1		OR8J1	
11732518_at	0.668	0.514	0.661	-6.65906	0.0526	BC069460.1		GPR52	
11738706_at	0.669	0.515	0.659	-6.660106	0.0391	BC136897.1		OR6C65	
11742578_at	0.669	0.515	0.659	-6.660276	0.0328	NM_001005482.1		OR5H2	
11730015_s_at	0.669	0.515	-0.659	-6.660296	-0.0408	BC022481.1		NEUROD2	
11758264_s_at	0.669	0.515	0.659	-6.660573	0.0764	R35886		HNRNPA0	
11738710_at	0.669	0.516	0.658	-6.660861	0.0416	BC137376.1		OR2AE1	
11738927_at	0.669	0.516	0.658	-6.660939	0.0371	NM_153445.1		OR5P3	
11741616_a_at	0.67	0.516	0.657	-6.66152	0.047	BC126371.1		GPRIN3	
11735859_at	0.67	0.517	-0.657	-6.662069	-0.0409	NM_023919.2		TAS2R7	
11722288_a_at	0.671	0.517	-0.656	-6.662453	-0.0819	NM_014007.3		ZBTB43	
11717651_a_at	0.671	0.517	0.656	-6.6626	0.0717	NM_005841.1		SPRY1	
11734945_at	0.671	0.518	-0.655	-6.662883	-0.0476	NM_020377.2		CYSLTR2	
11736918_x_at	0.671	0.518	0.655	-6.662973	0.0444	BC093849.1		HIST1H2AH	
11759380_at	0.671	0.518	0.655	-6.663382	0.0392	AB096952.1		KRTAP6-2	
11749239_s_at	0.671	0.518	-0.654	-6.663718	-0.061	AK298016.1		ZNF672	
11742544_at	0.672	0.519	0.654	-6.663904	0.0375	NM_001001921.1		OR5AS1	
11721751_s_at	0.673	0.52	-0.652	-6.665171	-0.242	NM_003507.1		FZD7	
11740519_at	0.674	0.521	-0.65	-6.666469	-0.0462	NM_001099780.1		PSMB11	
11746573_s_at	0.674	0.522	0.649	-6.667015	0.0544	AK297495.1		RHOB	
11735330_a_at	0.675	0.522	-0.648	-6.667542	-0.0408	NM_001129730.1		ZNF837	
11738578_at	0.675	0.522	0.648	-6.667973	0.0412	BC093653.1		OR10A5	
11742338_s_at	0.676	0.523	0.646	-6.668837	0.0357	NM_001146041.1		KRTAP4-9	
11740914_at	0.676	0.524	0.645	-6.669724	0.0399	NM_001101391.1		LINGO3	
11738765_at	0.677	0.525	0.643	-6.670705	0.0434	BC136712.1		OR2G3	
11735562_at	0.677	0.526	-0.643	-6.671154	-0.044	NM_002732.3		PRKACG	
11746405_at	0.678	0.527	0.641	-6.672229	0.048	AF284217.1		CCDC177	
11728449_at	0.679	0.528	0.639	-6.673389	0.0772	NM_001040100.1		SPTSSB	
11720205_a_at	0.68	0.528	0.639	-6.673778	0.0393	CR533470.1		CLDN12	
11715162_s_at	0.68	0.528	0.639	-6.67383	0.0528		15718714.0	HIST1H2AK	
