GeneName	count	Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Transcript count	Transcript length (including UTRs and CDS)	Length/#Mod
TMEM222	6	ENSG00000186501	ENSG00000186501.15	1	27322145	27336400	1	TMEM222	11	1596	266.0
CA5BP1	4	ENSG00000186312	ENSG00000186312.11	X	15681053	15703192	1	CA5BP1	1	1064	266.0
PHC2	15	ENSG00000134686	ENSG00000134686.21	1	33323623	33431095	-1	PHC2	13	3993	266.2
EPC1	15	ENSG00000120616	ENSG00000120616.16	10	32267751	32378798	-1	EPC1	10	3997	266.46666666666664
PAM16	2	ENSG00000217930	ENSG00000217930.8	16	4331549	4355607	-1	PAM16	15	533	266.5
TRIO	43	ENSG00000038382	ENSG00000038382.23	5	14143342	14532128	1	TRIO	27	11460	266.51162790697674
SMPDL3B	7	ENSG00000130768	ENSG00000130768.15	1	27935000	27959157	1	SMPDL3B	6	1866	266.57142857142856
ATP6V1E1	5	ENSG00000131100	ENSG00000131100.13	22	17592136	17628749	-1	ATP6V1E1	9	1333	266.6
RNF213	79	ENSG00000173821	ENSG00000173821.20	17	80260852	80398794	1	RNF213	20	21079	266.82278481012656
RPL7AP6	3	ENSG00000242071	ENSG00000242071.3	14	69885340	69886140	-1	RPL7AP6	1	801	267.0
UBE2F	8	ENSG00000184182	ENSG00000184182.19	2	237966827	238042782	1	UBE2F	23	2137	267.125
ZNF204P	6	ENSG00000204789	ENSG00000204789.6	6	27358252	27359854	-1	ZNF204P	1	1603	267.1666666666667
TBC1D16	41	ENSG00000167291	ENSG00000167291.16	17	79932343	80035872	-1	TBC1D16	9	10960	267.3170731707317
RETREG1	12	ENSG00000154153	ENSG00000154153.15	5	16473038	16617101	-1	RETREG1	24	3208	267.3333333333333
FAM50A	5	ENSG00000071859	ENSG00000071859.15	X	154444141	154450654	1	FAM50A	7	1337	267.4
H3-3A	4	ENSG00000163041	ENSG00000163041.13	1	226061851	226072019	1	H3-3A	10	1070	267.5
LTA4H	8	ENSG00000111144	ENSG00000111144.10	12	96000753	96043520	-1	LTA4H	10	2140	267.5
ZKSCAN5	19	ENSG00000196652	ENSG00000196652.12	7	99504662	99534700	1	ZKSCAN5	4	5083	267.5263157894737
TRIM26	13	ENSG00000228881	ENSG00000228881.7	HSCHR6_MHC_APD_CTG1	1442506	1471482	-1	TRIM26	9	3478	267.53846153846155
RGS16	9	ENSG00000143333	ENSG00000143333.7	1	182598623	182604389	-1	RGS16	1	2408	267.55555555555554
SNHG12	7	ENSG00000197989	ENSG00000197989.16	1	28578536	28583132	-1	SNHG12	26	1873	267.57142857142856
PGM2	12	ENSG00000169299	ENSG00000169299.14	4	37826660	37862937	1	PGM2	6	3211	267.5833333333333
KMT2C	63	ENSG00000055609	ENSG00000055609.21	7	152134922	152436644	-1	KMT2C	70	16860	267.6190476190476
RNF19B	10	ENSG00000116514	ENSG00000116514.17	1	32936445	32964809	-1	RNF19B	3	2677	267.7
SMPD1	9	ENSG00000166311	ENSG00000166311.10	11	6390440	6394998	1	SMPD1	10	2410	267.77777777777777
PLOD2	14	ENSG00000152952	ENSG00000152952.14	3	146035139	146163725	-1	PLOD2	31	3749	267.7857142857143
PYCR3	10	ENSG00000276657	ENSG00000276657.2	HSCHR8_3_CTG7	93953	99813	-1	PYCR3	7	2678	267.8
ENG	11	ENSG00000106991	ENSG00000106991.15	9	127811130	127854773	-1	ENG	25	2946	267.8181818181818
SNRPB2	9	ENSG00000125870	ENSG00000125870.11	20	16729961	16742564	1	SNRPB2	3	2411	267.8888888888889
JAK1	19	ENSG00000162434	ENSG00000162434.14	1	64833223	65067754	-1	JAK1	31	5092	268.0
ATF1	9	ENSG00000123268	ENSG00000123268.9	12	50763710	50821162	1	ATF1	5	2412	268.0
ARHGAP19-SLIT1	7	ENSG00000269891	ENSG00000269891.2	10	97153045	97292637	-1	ARHGAP19-SLIT1	2	1876	268.0
GRPEL2	15	ENSG00000164284	ENSG00000164284.15	5	149345430	149354583	1	GRPEL2	4	4020	268.0
DDX10	12	ENSG00000178105	ENSG00000178105.12	11	108665058	108940999	1	DDX10	21	3217	268.0833333333333
CDCA2	13	ENSG00000184661	ENSG00000184661.14	8	25459199	25507911	1	CDCA2	5	3486	268.15384615384613
PRPF3	9	ENSG00000117360	ENSG00000117360.13	1	150321479	150353233	1	PRPF3	7	2414	268.22222222222223
NQO2	4	ENSG00000124588	ENSG00000124588.22	6	2987987	3019755	1	NQO2	9	1073	268.25
PSMD3	8	ENSG00000108344	ENSG00000108344.15	17	39980807	39997959	1	PSMD3	5	2147	268.375
CDC45	7	ENSG00000093009	ENSG00000093009.11	22	19479457	19520612	1	CDC45	14	1879	268.42857142857144
FASTKD2	25	ENSG00000118246	ENSG00000118246.14	2	206765357	206796189	1	FASTKD2	6	6712	268.48
ZNF668	10	ENSG00000167394	ENSG00000167394.13	16	31060843	31074240	-1	ZNF668	10	2685	268.5
NOL6	18	ENSG00000165271	ENSG00000165271.17	9	33461353	33473930	-1	NOL6	6	4834	268.55555555555554
WSB1	19	ENSG00000109046	ENSG00000109046.15	17	27294076	27315926	1	WSB1	17	5105	268.6842105263158
WAC	22	ENSG00000095787	ENSG00000095787.26	10	28532493	28623112	1	WAC	29	5912	268.72727272727275
SBDS	6	ENSG00000126524	ENSG00000126524.12	7	66987680	66995693	-1	SBDS	13	1613	268.8333333333333
DCAF1	21	ENSG00000145041	ENSG00000145041.17	3	51395867	51500015	-1	DCAF1	3	5649	269.0
PSKH1	13	ENSG00000159792	ENSG00000159792.10	16	67893254	67929676	1	PSKH1	3	3497	269.0
H6PD	34	ENSG00000049239	ENSG00000049239.13	1	9234774	9271337	1	H6PD	3	9147	269.02941176470586
TMEM132A	13	ENSG00000006118	ENSG00000006118.15	11	60924460	60937159	1	TMEM132A	14	3498	269.0769230769231
BCL9	23	ENSG00000116128	ENSG00000116128.12	1	147541501	147626216	1	BCL9	4	6189	269.0869565217391
ORC6	6	ENSG00000091651	ENSG00000091651.9	16	46689643	46698394	1	ORC6	9	1615	269.1666666666667
AFDN	29	ENSG00000130396	ENSG00000130396.22	6	167826893	167972023	1	AFDN	23	7806	269.17241379310343
PAXX	3	ENSG00000148362	ENSG00000148362.11	9	136992422	136993984	1	PAXX	8	808	269.3333333333333
SIRPA	17	ENSG00000198053	ENSG00000198053.12	20	1894167	1940592	1	SIRPA	4	4580	269.4117647058824
PCBP4	8	ENSG00000090097	ENSG00000090097.22	3	51957454	51974016	-1	PCBP4	18	2156	269.5
EHD2	13	ENSG00000024422	ENSG00000024422.12	19	47713422	47743134	1	EHD2	5	3506	269.6923076923077
RBPJ	20	ENSG00000168214	ENSG00000168214.22	4	26163455	26435131	1	RBPJ	51	5395	269.75
STX18	8	ENSG00000168818	ENSG00000168818.10	4	4415742	4542346	-1	STX18	10	2158	269.75
XYLT2	13	ENSG00000015532	ENSG00000015532.10	17	50346126	50363138	1	XYLT2	7	3507	269.7692307692308
UBL3	16	ENSG00000122042	ENSG00000122042.10	13	29764371	29850617	-1	UBL3	1	4317	269.8125
FZD7	17	ENSG00000155760	ENSG00000155760.3	2	202033855	202038441	1	FZD7	1	4587	269.8235294117647
TJAP1	10	ENSG00000137221	ENSG00000137221.14	6	43477523	43506556	1	TJAP1	15	2699	269.9
FZD2	14	ENSG00000180340	ENSG00000180340.7	17	44557484	44561262	1	FZD2	1	3779	269.92857142857144
PPP5D1P	1	ENSG00000230510	ENSG00000230510.10	19	46525663	46527072	-1	PPP5D1P	1	270	270.0
TRIP13	9	ENSG00000071539	ENSG00000071539.14	5	892884	919357	1	TRIP13	7	2431	270.1111111111111
EPRS1	18	ENSG00000136628	ENSG00000136628.18	1	219968600	220046530	-1	EPRS1	6	4862	270.1111111111111
FASTKD3	9	ENSG00000124279	ENSG00000124279.12	5	7859159	7869037	-1	FASTKD3	8	2431	270.1111111111111
CABLES2	14	ENSG00000149679	ENSG00000149679.12	20	62388634	62407285	-1	CABLES2	2	3783	270.2142857142857
GTF2F1	9	ENSG00000125651	ENSG00000125651.14	19	6379572	6393981	-1	GTF2F1	6	2432	270.22222222222223
MYO19	15	ENSG00000278372	ENSG00000278372.4	HSCHR17_7_CTG4	730537	778339	-1	MYO19	27	4054	270.26666666666665
TTC3	29	ENSG00000182670	ENSG00000182670.14	21	37073226	37203112	1	TTC3	26	7842	270.41379310344826
ZMPSTE24	11	ENSG00000084073	ENSG00000084073.10	1	40258041	40294180	1	ZMPSTE24	7	2975	270.45454545454544
SCARA3	14	ENSG00000168077	ENSG00000168077.14	8	27633868	27676776	1	SCARA3	2	3787	270.5
CENPL	10	ENSG00000120334	ENSG00000120334.16	1	173799550	173824883	-1	CENPL	10	2706	270.6
RPL23	10	ENSG00000125691	ENSG00000125691.15	17	38847860	38868644	-1	RPL23	19	2706	270.6
TRAPPC1	3	ENSG00000170043	ENSG00000170043.12	17	7930345	7932123	-1	TRAPPC1	7	812	270.6666666666667
LSM14A	13	ENSG00000262860	ENSG00000262860.5	HSCHR19_1_CTG3_1	20188	77063	1	LSM14A	8	3519	270.6923076923077
PPP3CB	13	ENSG00000107758	ENSG00000107758.16	10	73436433	73496024	-1	PPP3CB	6	3519	270.6923076923077
MAN1B1	10	ENSG00000177239	ENSG00000177239.16	9	137086857	137109189	1	MAN1B1	40	2707	270.7
KHNYN	25	ENSG00000100441	ENSG00000100441.10	14	24429286	24441843	1	KHNYN	6	6778	271.12
DHX34	16	ENSG00000134815	ENSG00000134815.20	19	47349312	47383247	1	DHX34	7	4338	271.125
DSG2	21	ENSG00000046604	ENSG00000046604.15	18	31497624	31551351	1	DSG2	29	5697	271.2857142857143
RRM2	12	ENSG00000171848	ENSG00000171848.16	2	10120698	10211725	1	RRM2	17	3258	271.5
FAIM	4	ENSG00000158234	ENSG00000158234.13	3	138608606	138633376	1	FAIM	9	1086	271.5
USP34	43	ENSG00000115464	ENSG00000115464.15	2	61187463	61471087	-1	USP34	22	11675	271.51162790697674
ACAD9	9	ENSG00000177646	ENSG00000177646.20	3	128879596	128924003	1	ACAD9	30	2445	271.6666666666667
ARL16	4	ENSG00000214087	ENSG00000214087.10	17	81681165	81683797	-1	ARL16	13	1087	271.75
HMG20A	14	ENSG00000140382	ENSG00000140382.15	15	77420412	77485607	1	HMG20A	12	3805	271.7857142857143
CENATAC-DT	5	ENSG00000281705	ENSG00000281705.1	HG2217_PATCH	16424	19604	-1	CENATAC-DT	2	1359	271.8
AFG3L1P	9	ENSG00000223959	ENSG00000223959.12	16	89972631	90000668	1	AFG3L1P	1	2447	271.8888888888889
QARS1	9	ENSG00000172053	ENSG00000172053.18	3	49095932	49105130	-1	QARS1	52	2449	272.1111111111111
IDH3A	15	ENSG00000166411	ENSG00000166411.14	15	78131498	78171945	1	IDH3A	24	4083	272.2
KMT5B	21	ENSG00000110066	ENSG00000110066.16	11	68154863	68213852	-1	KMT5B	22	5718	272.2857142857143
FOXF2	9	ENSG00000137273	ENSG00000137273.6	6	1389576	1395603	1	FOXF2	1	2451	272.3333333333333
CASP6	6	ENSG00000138794	ENSG00000138794.10	4	109688622	109703583	-1	CASP6	8	1634	272.3333333333333
VEZF1	17	ENSG00000136451	ENSG00000136451.9	17	57971547	57988259	-1	VEZF1	4	4630	272.3529411764706
PLAGL1	12	ENSG00000118495	ENSG00000118495.21	6	143940300	144064599	-1	PLAGL1	27	3269	272.4166666666667
CDKN2AIP	13	ENSG00000168564	ENSG00000168564.6	4	183444635	183449064	1	CDKN2AIP	5	3542	272.46153846153845
TP53BP2	17	ENSG00000143514	ENSG00000143514.18	1	223779893	223845954	-1	TP53BP2	13	4632	272.47058823529414
EPHX1	6	ENSG00000143819	ENSG00000143819.13	1	225810124	225845563	1	EPHX1	5	1635	272.5
HSPBP1	6	ENSG00000133265	ENSG00000133265.11	19	55262223	55280381	-1	HSPBP1	9	1635	272.5
PXDN	25	ENSG00000130508	ENSG00000130508.11	2	1631887	1744852	-1	PXDN	14	6817	272.68
LPAR1	14	ENSG00000198121	ENSG00000198121.15	9	110873263	111038470	-1	LPAR1	5	3818	272.7142857142857
EPB41L1	23	ENSG00000088367	ENSG00000088367.23	20	36091504	36232799	1	EPB41L1	19	6276	272.8695652173913
SMAD1	11	ENSG00000170365	ENSG00000170365.10	4	145481194	145559176	1	SMAD1	16	3002	272.90909090909093
TRIP12	37	ENSG00000153827	ENSG00000153827.15	2	229763837	229923239	-1	TRIP12	30	10100	272.97297297297297
ARG2	7	ENSG00000081181	ENSG00000081181.8	14	67619920	67651708	1	ARG2	4	1911	273.0
ST3GAL2	29	ENSG00000157350	ENSG00000157350.13	16	70375977	70439237	-1	ST3GAL2	6	7920	273.1034482758621
HNRNPDL	16	ENSG00000152795	ENSG00000152795.18	4	82422565	82430462	-1	HNRNPDL	10	4372	273.25
UTP4	8	ENSG00000141076	ENSG00000141076.18	16	69131291	69231130	1	UTP4	16	2188	273.5
MBNL2	17	ENSG00000139793	ENSG00000139793.21	13	97221434	97394120	1	MBNL2	11	4650	273.52941176470586
PLAUR	5	ENSG00000011422	ENSG00000011422.12	19	43646095	43670547	-1	PLAUR	16	1368	273.6
ZNF689	13	ENSG00000156853	ENSG00000156853.13	16	30602558	30624012	-1	ZNF689	6	3557	273.61538461538464
ARID4B	22	ENSG00000054267	ENSG00000054267.22	1	235131634	235328219	-1	ARID4B	13	6022	273.72727272727275
SCFD1	8	ENSG00000092108	ENSG00000092108.22	14	30622291	30737694	1	SCFD1	72	2190	273.75
SIRT1	15	ENSG00000096717	ENSG00000096717.12	10	67884656	67918390	1	SIRT1	6	4107	273.8
GPAT4	23	ENSG00000158669	ENSG00000158669.11	8	41577187	41625001	1	GPAT4	11	6298	273.82608695652175
RCOR1	21	ENSG00000089902	ENSG00000089902.10	14	102592649	102730561	1	RCOR1	4	5751	273.85714285714283
ZFP1	12	ENSG00000184517	ENSG00000184517.12	16	75148494	75172236	1	ZFP1	9	3287	273.9166666666667
CIR1	7	ENSG00000138433	ENSG00000138433.16	2	174348022	174395712	-1	CIR1	5	1918	274.0
DOK1	7	ENSG00000115325	ENSG00000115325.14	2	74549026	74557551	1	DOK1	13	1918	274.0
PLS3	12	ENSG00000102024	ENSG00000102024.19	X	115561174	115650861	1	PLS3	9	3288	274.0
BUD13	8	ENSG00000137656	ENSG00000137656.12	11	116748170	116772987	-1	BUD13	3	2192	274.0
SAP30	4	ENSG00000164105	ENSG00000164105.4	4	173369969	173377532	1	SAP30	2	1097	274.25
PRPS2	9	ENSG00000101911	ENSG00000101911.13	X	12791355	12824222	1	PRPS2	5	2469	274.3333333333333
HSP90AA2P	8	ENSG00000224411	ENSG00000224411.3	11	27888838	27891033	-1	HSP90AA2P	1	2196	274.5
ROCK1P1	2	ENSG00000263006	ENSG00000263006.8	18	116842	118504	1	ROCK1P1	1	549	274.5
KDM3A	17	ENSG00000115548	ENSG00000115548.17	2	86440647	86492716	1	KDM3A	15	4667	274.52941176470586
HNRNPL	9	ENSG00000282947	ENSG00000282947.2	HG26_PATCH	246060	262019	-1	HNRNPL	15	2471	274.55555555555554
SERP1	11	ENSG00000120742	ENSG00000120742.11	3	150541998	150603228	-1	SERP1	8	3022	274.72727272727275
ABHD6	8	ENSG00000163686	ENSG00000163686.15	3	58237532	58295693	1	ABHD6	7	2198	274.75
ORC5	7	ENSG00000164815	ENSG00000164815.11	7	104126341	104208047	-1	ORC5	8	1924	274.85714285714283
USO1	15	ENSG00000138768	ENSG00000138768.15	4	75724577	75814286	1	USO1	4	4123	274.8666666666667
GUSB	8	ENSG00000169919	ENSG00000169919.17	7	65960684	65982215	-1	GUSB	14	2199	274.875
PAF1	8	ENSG00000006712	ENSG00000006712.15	19	39385629	39391154	-1	PAF1	8	2200	275.0
NETO2	27	ENSG00000171208	ENSG00000171208.10	16	47077703	47143945	-1	NETO2	5	7429	275.14814814814815
NUP160	19	ENSG00000030066	ENSG00000030066.14	11	47778087	47848555	-1	NUP160	13	5228	275.1578947368421
MYH10	28	ENSG00000133026	ENSG00000133026.14	17	8474207	8631376	-1	MYH10	32	7707	275.25
NAGPA	8	ENSG00000103174	ENSG00000103174.13	16	5024844	5034141	-1	NAGPA	18	2203	275.375
NAP1L4	9	ENSG00000273562	ENSG00000273562.4	HSCHR11_1_CTG7	175479	223447	-1	NAP1L4	21	2479	275.44444444444446
TP53I3	6	ENSG00000115129	ENSG00000115129.14	2	24077433	24085861	-1	TP53I3	6	1653	275.5
PBRM1	29	ENSG00000163939	ENSG00000163939.19	3	52545352	52685917	-1	PBRM1	21	7991	275.55172413793105
DHRS13	7	ENSG00000167536	ENSG00000167536.14	17	28897781	28903079	-1	DHRS13	5	1929	275.57142857142856
CMTM6	12	ENSG00000091317	ENSG00000091317.8	3	32481312	32502852	-1	CMTM6	3	3307	275.5833333333333
BTN2A2	13	ENSG00000124508	ENSG00000124508.17	6	26383096	26394874	1	BTN2A2	16	3583	275.61538461538464
LRRC41	15	ENSG00000132128	ENSG00000132128.18	1	46261196	46303616	-1	LRRC41	7	4136	275.73333333333335
CARS1	10	ENSG00000278191	ENSG00000278191.4	HSCHR11_1_CTG7	231984	288645	-1	CARS1	17	2758	275.8
WEE1	13	ENSG00000166483	ENSG00000166483.12	11	9573670	9593457	1	WEE1	10	3588	276.0
ZNF853	14	ENSG00000236609	ENSG00000236609.4	7	6615610	6624290	1	ZNF853	1	3864	276.0
PCCA-DT	5	ENSG00000274605	ENSG00000274605.5	13	100053074	100089111	-1	PCCA-DT	5	1380	276.0
MUC20-OT1	2	ENSG00000280993	ENSG00000280993.2	HSCHR3_3_CTG3	16220	134338	-1	MUC20-OT1	139	552	276.0
NOL9	24	ENSG00000162408	ENSG00000162408.11	1	6521347	6554513	-1	NOL9	5	6627	276.125
PPIG	23	ENSG00000138398	ENSG00000138398.17	2	169584342	169641406	1	PPIG	22	6357	276.39130434782606
ZNF688	4	ENSG00000229809	ENSG00000229809.9	16	30569672	30572734	-1	ZNF688	7	1106	276.5
DNAJB6	9	ENSG00000105993	ENSG00000105993.15	7	157335381	157417439	1	DNAJB6	18	2489	276.55555555555554
CYP2R1	8	ENSG00000186104	ENSG00000186104.11	11	14877440	14892231	-1	CYP2R1	10	2214	276.75
MCRS1	7	ENSG00000187778	ENSG00000187778.14	12	49556544	49568145	-1	MCRS1	16	1938	276.85714285714283
PSMD1	12	ENSG00000173692	ENSG00000173692.14	2	231056845	231173116	1	PSMD1	37	3323	276.9166666666667
BAP1	13	ENSG00000163930	ENSG00000163930.10	3	52401008	52410008	-1	BAP1	11	3600	276.9230769230769
SMG1	58	ENSG00000157106	ENSG00000157106.18	16	18804860	18926408	-1	SMG1	16	16062	276.9310344827586
CAMK2G	14	ENSG00000148660	ENSG00000148660.22	10	73812501	73874591	-1	CAMK2G	27	3878	277.0
ANKRD27	16	ENSG00000105186	ENSG00000105186.16	19	32597006	32676597	-1	ANKRD27	9	4432	277.0
ZNF787	7	ENSG00000142409	ENSG00000142409.6	19	56087366	56121295	-1	ZNF787	3	1940	277.14285714285717
METAP1D	11	ENSG00000292097	ENSG00000292097.1	HSCHR2_11_CTG7_2	438993	521197	1	METAP1D	7	3049	277.1818181818182
ZNF227	11	ENSG00000131115	ENSG00000131115.16	19	44207547	44237268	1	ZNF227	13	3049	277.1818181818182
DHX32	11	ENSG00000089876	ENSG00000089876.12	10	125836337	125896436	-1	DHX32	3	3050	277.27272727272725
ARFGAP2	10	ENSG00000149182	ENSG00000149182.15	11	47164299	47177125	-1	ARFGAP2	30	2773	277.3
MNX1-AS1	3	ENSG00000243479	ENSG00000243479.4	7	157007750	157017621	1	MNX1-AS1	3	832	277.3333333333333
PRKAB1	8	ENSG00000111725	ENSG00000111725.11	12	119667864	119681624	1	PRKAB1	10	2219	277.375
SF3A3	10	ENSG00000183431	ENSG00000183431.12	1	37956975	37990075	-1	SF3A3	8	2774	277.4
NREP	7	ENSG00000134986	ENSG00000134986.14	5	111662621	111997464	-1	NREP	23	1942	277.42857142857144
ISOC1	7	ENSG00000066583	ENSG00000066583.12	5	129094749	129114028	1	ISOC1	2	1942	277.42857142857144
AMFR	13	ENSG00000159461	ENSG00000159461.15	16	56361452	56425545	-1	AMFR	12	3607	277.46153846153845
BOLA3	2	ENSG00000163170	ENSG00000163170.12	2	74135400	74147912	-1	BOLA3	5	555	277.5
NUDT22	4	ENSG00000149761	ENSG00000149761.9	11	64225941	64230686	1	NUDT22	12	1110	277.5
FAM220A	8	ENSG00000178397	ENSG00000178397.13	7	6329411	6348981	-1	FAM220A	4	2220	277.5
TRAPPC12	9	ENSG00000171853	ENSG00000171853.16	2	3379675	3485094	1	TRAPPC12	23	2499	277.6666666666667
RRP7BP	3	ENSG00000182841	ENSG00000182841.15	22	42574733	42582001	-1	RRP7BP	1	833	277.6666666666667
NT5C3A	6	ENSG00000122643	ENSG00000122643.24	7	33014113	33062796	-1	NT5C3A	10	1667	277.8333333333333
MTPAP	20	ENSG00000107951	ENSG00000107951.15	10	30309801	30374448	-1	MTPAP	5	5560	278.0
RTN4RL2	8	ENSG00000186907	ENSG00000186907.8	11	57460528	57477534	1	RTN4RL2	3	2224	278.0
JOSD2	3	ENSG00000161677	ENSG00000161677.12	19	50505998	50511220	-1	JOSD2	6	834	278.0
MIDN	14	ENSG00000167470	ENSG00000167470.14	19	1248553	1259143	1	MIDN	5	3892	278.0
YOD1	23	ENSG00000180667	ENSG00000180667.11	1	207043849	207052980	-1	YOD1	2	6396	278.0869565217391
EXD3	10	ENSG00000187609	ENSG00000187609.16	9	137306896	137423211	-1	EXD3	12	2781	278.1
ASB3	8	ENSG00000115239	ENSG00000115239.24	2	53532672	53860160	-1	ASB3	16	2226	278.25
REV1	17	ENSG00000135945	ENSG00000135945.10	2	99400475	99490035	-1	REV1	16	4731	278.29411764705884
SPTLC1	10	ENSG00000090054	ENSG00000090054.16	9	92000087	92115413	-1	SPTLC1	25	2783	278.3
B4GALT1	15	ENSG00000086062	ENSG00000086062.14	9	33100493	33167336	-1	B4GALT1	3	4176	278.4
MMADHC	5	ENSG00000168288	ENSG00000168288.13	2	149569637	149587778	-1	MMADHC	4	1392	278.4
HOMER2	7	ENSG00000103942	ENSG00000103942.13	15	82836946	82986153	-1	HOMER2	10	1949	278.42857142857144
SAFB	11	ENSG00000160633	ENSG00000160633.13	19	5623035	5668478	1	SAFB	14	3064	278.54545454545456
CERS5	9	ENSG00000139624	ENSG00000139624.14	12	50129289	50167533	-1	CERS5	28	2507	278.55555555555554
SLC25A43	9	ENSG00000077713	ENSG00000077713.19	X	119399336	119454478	1	SLC25A43	4	2507	278.55555555555554
SIX5	12	ENSG00000177045	ENSG00000177045.11	19	45764785	45769252	-1	SIX5	3	3344	278.6666666666667
CDRT4	9	ENSG00000239704	ENSG00000239704.12	17	15436015	15475728	-1	CDRT4	3	2508	278.6666666666667
WARS2	10	ENSG00000116874	ENSG00000116874.12	1	119031216	119140654	-1	WARS2	5	2787	278.7
FOXRED1	7	ENSG00000110074	ENSG00000110074.12	11	126269024	126278131	1	FOXRED1	37	1951	278.7142857142857
FOXD2-AS1	9	ENSG00000237424	ENSG00000237424.1	1	47432133	47434641	-1	FOXD2-AS1	1	2509	278.77777777777777
PARP6	10	ENSG00000137817	ENSG00000137817.17	15	72241181	72272999	-1	PARP6	23	2788	278.8
KMT2D	74	ENSG00000167548	ENSG00000167548.18	12	49018975	49060794	-1	KMT2D	35	20635	278.85135135135135
PIAS4	11	ENSG00000105229	ENSG00000105229.7	19	4007736	4039386	1	PIAS4	6	3069	279.0
TM2D3	5	ENSG00000184277	ENSG00000184277.13	15	101621444	101652391	-1	TM2D3	16	1395	279.0
MEF2A	20	ENSG00000068305	ENSG00000068305.19	15	99565417	99716488	1	MEF2A	18	5580	279.0
DUSP6	13	ENSG00000139318	ENSG00000139318.8	12	89347235	89352501	-1	DUSP6	5	3627	279.0
PAK2	22	ENSG00000180370	ENSG00000180370.10	3	196739857	196832647	1	PAK2	3	6139	279.04545454545456
TCOF1	18	ENSG00000070814	ENSG00000070814.22	5	150357629	150400308	1	TCOF1	20	5026	279.22222222222223
B4GALT4	8	ENSG00000121578	ENSG00000121578.13	3	119211732	119240946	-1	B4GALT4	20	2234	279.25
BRI3BP	24	ENSG00000184992	ENSG00000184992.13	12	124993645	125031231	1	BRI3BP	3	6703	279.2916666666667
MROH7-TTC4	21	ENSG00000271723	ENSG00000271723.5	1	54641786	54742308	1	MROH7-TTC4	4	5867	279.3809523809524
DNAJC3	20	ENSG00000102580	ENSG00000102580.15	13	95677139	95794988	1	DNAJC3	2	5590	279.5
MAP3K3	17	ENSG00000198909	ENSG00000198909.8	17	63622415	63696305	1	MAP3K3	11	4752	279.52941176470586
SLK	28	ENSG00000065613	ENSG00000065613.15	10	103967140	104029233	1	SLK	4	7827	279.5357142857143
RIPK2	9	ENSG00000104312	ENSG00000104312.8	8	89757806	89791064	1	RIPK2	4	2516	279.55555555555554
INTS10	9	ENSG00000104613	ENSG00000104613.12	8	19817391	19852083	1	INTS10	19	2517	279.6666666666667
ASCC3	29	ENSG00000112249	ENSG00000112249.14	6	100508194	100881372	-1	ASCC3	7	8111	279.6896551724138
AZIN1	15	ENSG00000155096	ENSG00000155096.15	8	102826111	102893864	-1	AZIN1	17	4196	279.73333333333335
LZTS3	15	ENSG00000088899	ENSG00000088899.16	20	3162617	3173549	-1	LZTS3	4	4196	279.73333333333335
ARFRP1	9	ENSG00000101246	ENSG00000101246.20	20	63698642	63708025	-1	ARFRP1	14	2518	279.77777777777777
MAIP1	5	ENSG00000162972	ENSG00000162972.11	2	199955317	200008540	1	MAIP1	4	1399	279.8
SIN3B	18	ENSG00000127511	ENSG00000127511.10	19	16829398	16880353	1	SIN3B	12	5038	279.8888888888889
SHMT1	9	ENSG00000284320	ENSG00000284320.4	HSCHR17_3_CTG1	88247	123941	-1	SHMT1	9	2519	279.8888888888889
PYGL	10	ENSG00000100504	ENSG00000100504.17	14	50857891	50944483	-1	PYGL	7	2799	279.9
CPSF1	16	ENSG00000285049	ENSG00000285049.2	HG2419_PATCH	123832	139938	-1	CPSF1	14	4480	280.0
C1orf162	3	ENSG00000143110	ENSG00000143110.12	1	111473792	111478512	1	C1orf162	3	840	280.0
CDK2	8	ENSG00000123374	ENSG00000123374.11	12	55966781	55972789	1	CDK2	12	2240	280.0
CEP170B	24	ENSG00000099814	ENSG00000099814.17	14	104865268	104896747	1	CEP170B	3	6727	280.2916666666667
BAIAP2L1	13	ENSG00000006453	ENSG00000006453.14	7	98291650	98401090	-1	BAIAP2L1	5	3645	280.38461538461536
ESCO1	16	ENSG00000141446	ENSG00000141446.12	18	21529281	21600884	-1	ESCO1	4	4488	280.5
E2F5	7	ENSG00000133740	ENSG00000133740.11	8	85177154	85217158	1	E2F5	8	1964	280.57142857142856
HSPBAP1	7	ENSG00000169087	ENSG00000169087.11	3	122739999	122793831	-1	HSPBAP1	6	1964	280.57142857142856
COPS6	5	ENSG00000168090	ENSG00000168090.10	7	100088969	100092187	1	COPS6	10	1404	280.8
RALB	8	ENSG00000144118	ENSG00000144118.14	2	120240064	120294710	1	RALB	8	2247	280.875
MAPKAPK2	11	ENSG00000162889	ENSG00000162889.11	1	206684905	206734281	1	MAPKAPK2	4	3091	281.0
FADS2	11	ENSG00000134824	ENSG00000134824.14	11	61792980	61867354	1	FADS2	15	3091	281.0
HARBI1	7	ENSG00000180423	ENSG00000180423.4	11	46602861	46617909	-1	HARBI1	3	1967	281.0
